filename,year,month,ocr
August10_1918.txt,1918,August,TRUE
August31_1918.txt,1918,August,TRUE
August3_1918.txt,1918,August,TRUE
July12_1918.txt,1918,July,TRUE
July20_1918.txt,1918,July,TRUE
July27_1918.txt,1918,July,TRUE
July9_1918.txt,1918,July,TRUE
June15_1918.txt,1918,June,TRUE
June1_1918.txt,1918,June,TRUE
June22_1918.txt,1918,June,TRUE
June8_1918.txt,1918,June,TRUE
